serial_number,activity_date,facility_name,violation_code,violation_description,violation_status,points,grade,facility_address,facility_city,facility_id,facility_state,facility_zip,employee_id,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,service_code,service_description,row_id
DA0HEAJNR,03/30/2018 12:00:00 AM,LOS ANGELES NEW YORK PIZZA,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,518 W 6TH ST,LOS ANGELES,FA0022748,CA,90014,EE0000721,OW0017480,JAYSUKHGHQI T PATEL,RESTAURANT (31-60) SEATS MODERATE RISK,1634,LOS ANGELES NEW YORK PIZZA,ACTIVE,PR0031535,92,1,ROUTINE INSPECTION,DA0HEAJNRF033
DA0HEAJNR,03/30/2018 12:00:00 AM,LOS ANGELES NEW YORK PIZZA,F032,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE,1,A,518 W 6TH ST,LOS ANGELES,FA0022748,CA,90014,EE0000721,OW0017480,JAYSUKHGHQI T PATEL,RESTAURANT (31-60) SEATS MODERATE RISK,1634,LOS ANGELES NEW YORK PIZZA,ACTIVE,PR0031535,92,1,ROUTINE INSPECTION,DA0HEAJNRF032
DA0HEAJNR,03/30/2018 12:00:00 AM,LOS ANGELES NEW YORK PIZZA,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,1,A,518 W 6TH ST,LOS ANGELES,FA0022748,CA,90014,EE0000721,OW0017480,JAYSUKHGHQI T PATEL,RESTAURANT (31-60) SEATS MODERATE RISK,1634,LOS ANGELES NEW YORK PIZZA,ACTIVE,PR0031535,92,1,ROUTINE INSPECTION,DA0HEAJNRF034
DA0HEAJNR,03/30/2018 12:00:00 AM,LOS ANGELES NEW YORK PIZZA,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,4,A,518 W 6TH ST,LOS ANGELES,FA0022748,CA,90014,EE0000721,OW0017480,JAYSUKHGHQI T PATEL,RESTAURANT (31-60) SEATS MODERATE RISK,1634,LOS ANGELES NEW YORK PIZZA,ACTIVE,PR0031535,92,1,ROUTINE INSPECTION,DA0HEAJNRF014
DA0RZDWLN,03/30/2018 12:00:00 AM,THE BAGEL FACTORY,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,1,A,8984 CADILLAC AVE,LOS ANGELES,FA0051619,CA,90034,EE0000727,OW0031653,"SANFORD, BRODY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BAGEL FACTORY,ACTIVE,PR0037137,93,1,ROUTINE INSPECTION,DA0RZDWLNF029
DA0RZDWLN,03/30/2018 12:00:00 AM,THE BAGEL FACTORY,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,1,A,8984 CADILLAC AVE,LOS ANGELES,FA0051619,CA,90034,EE0000727,OW0031653,"SANFORD, BRODY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BAGEL FACTORY,ACTIVE,PR0037137,93,1,ROUTINE INSPECTION,DA0RZDWLNF043
DA0RZDWLN,03/30/2018 12:00:00 AM,THE BAGEL FACTORY,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,1,A,8984 CADILLAC AVE,LOS ANGELES,FA0051619,CA,90034,EE0000727,OW0031653,"SANFORD, BRODY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BAGEL FACTORY,ACTIVE,PR0037137,93,1,ROUTINE INSPECTION,DA0RZDWLNF030
DA0RZDWLN,03/30/2018 12:00:00 AM,THE BAGEL FACTORY,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,1,A,8984 CADILLAC AVE,LOS ANGELES,FA0051619,CA,90034,EE0000727,OW0031653,"SANFORD, BRODY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BAGEL FACTORY,ACTIVE,PR0037137,93,1,ROUTINE INSPECTION,DA0RZDWLNF037
DA0RZDWLN,03/30/2018 12:00:00 AM,THE BAGEL FACTORY,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,A,8984 CADILLAC AVE,LOS ANGELES,FA0051619,CA,90034,EE0000727,OW0031653,"SANFORD, BRODY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BAGEL FACTORY,ACTIVE,PR0037137,93,1,ROUTINE INSPECTION,DA0RZDWLNF035
DA0RZDWLN,03/30/2018 12:00:00 AM,THE BAGEL FACTORY,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,1,A,8984 CADILLAC AVE,LOS ANGELES,FA0051619,CA,90034,EE0000727,OW0031653,"SANFORD, BRODY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BAGEL FACTORY,ACTIVE,PR0037137,93,1,ROUTINE INSPECTION,DA0RZDWLNF042
DA0RZDWLN,03/30/2018 12:00:00 AM,THE BAGEL FACTORY,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,8984 CADILLAC AVE,LOS ANGELES,FA0051619,CA,90034,EE0000727,OW0031653,"SANFORD, BRODY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BAGEL FACTORY,ACTIVE,PR0037137,93,1,ROUTINE INSPECTION,DA0RZDWLNF044
DA0Z5W4J0,03/30/2018 12:00:00 AM,CREPE EXPRESS,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,2,A,529 W 6TH ST,LOS ANGELES,FA0017227,CA,90014,EE0000721,OW0035638,THE MAGIC GRIDDLES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CREPE EXPRESS,ACTIVE,PR0037962,92,1,ROUTINE INSPECTION,DA0Z5W4J0F014
DA0Z5W4J0,03/30/2018 12:00:00 AM,CREPE EXPRESS,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,1,A,529 W 6TH ST,LOS ANGELES,FA0017227,CA,90014,EE0000721,OW0035638,THE MAGIC GRIDDLES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CREPE EXPRESS,ACTIVE,PR0037962,92,1,ROUTINE INSPECTION,DA0Z5W4J0F030
DA0Z5W4J0,03/30/2018 12:00:00 AM,CREPE EXPRESS,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,1,A,529 W 6TH ST,LOS ANGELES,FA0017227,CA,90014,EE0000721,OW0035638,THE MAGIC GRIDDLES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CREPE EXPRESS,ACTIVE,PR0037962,92,1,ROUTINE INSPECTION,DA0Z5W4J0F039
DA0Z5W4J0,03/30/2018 12:00:00 AM,CREPE EXPRESS,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,529 W 6TH ST,LOS ANGELES,FA0017227,CA,90014,EE0000721,OW0035638,THE MAGIC GRIDDLES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CREPE EXPRESS,ACTIVE,PR0037962,92,1,ROUTINE INSPECTION,DA0Z5W4J0F033
DA0Z5W4J0,03/30/2018 12:00:00 AM,CREPE EXPRESS,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,A,529 W 6TH ST,LOS ANGELES,FA0017227,CA,90014,EE0000721,OW0035638,THE MAGIC GRIDDLES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CREPE EXPRESS,ACTIVE,PR0037962,92,1,ROUTINE INSPECTION,DA0Z5W4J0F035
DA0Z5W4J0,03/30/2018 12:00:00 AM,CREPE EXPRESS,F009,# 09. Proper cooling methods,OUT OF COMPLIANCE,2,A,529 W 6TH ST,LOS ANGELES,FA0017227,CA,90014,EE0000721,OW0035638,THE MAGIC GRIDDLES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CREPE EXPRESS,ACTIVE,PR0037962,92,1,ROUTINE INSPECTION,DA0Z5W4J0F009
DA1N7S4BF,03/30/2018 12:00:00 AM,LA LUNA RESTAURANT,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,2,A,2333 E 1ST ST,LOS ANGELES,FA0164713,CA,90033,EE0000740,OW0128031,SUCCESS GLOBAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LA LUNA RESTAURANT,ACTIVE,PR0152993,94,1,ROUTINE INSPECTION,DA1N7S4BFF007
DA1N7S4BF,03/30/2018 12:00:00 AM,LA LUNA RESTAURANT,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,1,A,2333 E 1ST ST,LOS ANGELES,FA0164713,CA,90033,EE0000740,OW0128031,SUCCESS GLOBAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LA LUNA RESTAURANT,ACTIVE,PR0152993,94,1,ROUTINE INSPECTION,DA1N7S4BFF036
DA1N7S4BF,03/30/2018 12:00:00 AM,LA LUNA RESTAURANT,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,2333 E 1ST ST,LOS ANGELES,FA0164713,CA,90033,EE0000740,OW0128031,SUCCESS GLOBAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LA LUNA RESTAURANT,ACTIVE,PR0152993,94,1,ROUTINE INSPECTION,DA1N7S4BFF033
DA1N7S4BF,03/30/2018 12:00:00 AM,LA LUNA RESTAURANT,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,1,A,2333 E 1ST ST,LOS ANGELES,FA0164713,CA,90033,EE0000740,OW0128031,SUCCESS GLOBAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LA LUNA RESTAURANT,ACTIVE,PR0152993,94,1,ROUTINE INSPECTION,DA1N7S4BFF029
DA1N7S4BF,03/30/2018 12:00:00 AM,LA LUNA RESTAURANT,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,2333 E 1ST ST,LOS ANGELES,FA0164713,CA,90033,EE0000740,OW0128031,SUCCESS GLOBAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LA LUNA RESTAURANT,ACTIVE,PR0152993,94,1,ROUTINE INSPECTION,DA1N7S4BFF044
DA3EAFQHK,03/30/2018 12:00:00 AM,TARGET,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,1,A,735 S FIGUEROA ST,LOS ANGELES,FA0051180,CA,90017,EE0000721,OW0035036,TARGET CORPORATION,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,TARGET,ACTIVE,PR0007334,99,1,ROUTINE INSPECTION,DA3EAFQHKF038
DA3TP6LFX,03/30/2018 12:00:00 AM,KAISH,F048,# 47. Permits Available,OUT OF COMPLIANCE,1,A,200 S LOS ANGELES ST STE B,LOS ANGELES,FA0258015,CA,90012-3791,EE0001058,OW0250301,"INNOVATON CREATION , LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,KAISH,ACTIVE,PR0207985,97,1,ROUTINE INSPECTION,DA3TP6LFXF048
DA3TP6LFX,03/30/2018 12:00:00 AM,KAISH,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,1,A,200 S LOS ANGELES ST STE B,LOS ANGELES,FA0258015,CA,90012-3791,EE0001058,OW0250301,"INNOVATON CREATION , LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,KAISH,ACTIVE,PR0207985,97,1,ROUTINE INSPECTION,DA3TP6LFXF030
DA3TP6LFX,03/30/2018 12:00:00 AM,KAISH,F027,# 27. Food separated and protected,OUT OF COMPLIANCE,1,A,200 S LOS ANGELES ST STE B,LOS ANGELES,FA0258015,CA,90012-3791,EE0001058,OW0250301,"INNOVATON CREATION , LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,KAISH,ACTIVE,PR0207985,97,1,ROUTINE INSPECTION,DA3TP6LFXF027
DA6NDYROL,03/30/2018 12:00:00 AM,TRADER JOE'S #55,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,1,A,1556 COLORADO BLVD,LOS ANGELES,FA0052445,CA,90041,EE0000162,OW0036363,TRADER JOES COMPANY INC.,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,TRADER JOE'S #55,ACTIVE,PR0025418,99,1,ROUTINE INSPECTION,DA6NDYROLF030
DA6USMT89,03/30/2018 12:00:00 AM,SPROUTS FARMERS MARKET#403,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,1,A,2245 YOSEMITE DR,LOS ANGELES,FA0224114,CA,90041-2618,EE0000162,OW0033830,"SPROUTS, INC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,SPROUTS FARMERS MARKET#403,ACTIVE,PR0179287,97,1,ROUTINE INSPECTION,DA6USMT89F030
DA6USMT89,03/30/2018 12:00:00 AM,SPROUTS FARMERS MARKET#403,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,1,A,2245 YOSEMITE DR,LOS ANGELES,FA0224114,CA,90041-2618,EE0000162,OW0033830,"SPROUTS, INC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,SPROUTS FARMERS MARKET#403,ACTIVE,PR0179287,97,1,ROUTINE INSPECTION,DA6USMT89F043
DA6USMT89,03/30/2018 12:00:00 AM,SPROUTS FARMERS MARKET#403,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,1,A,2245 YOSEMITE DR,LOS ANGELES,FA0224114,CA,90041-2618,EE0000162,OW0033830,"SPROUTS, INC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,SPROUTS FARMERS MARKET#403,ACTIVE,PR0179287,97,1,ROUTINE INSPECTION,DA6USMT89F037
DA7E0XYSS,03/30/2018 12:00:00 AM,KOBUNGA KOREAN GRILL,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,1,A,929 W JEFFERSON BLVD,LOS ANGELES,FA0258130,CA,90089,EE0000117,OW0238756,"KOBUNGA, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,KOBUNGA KOREAN GRILL,ACTIVE,PR0208117,97,1,ROUTINE INSPECTION,DA7E0XYSSF040
DA7E0XYSS,03/30/2018 12:00:00 AM,KOBUNGA KOREAN GRILL,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,1,A,929 W JEFFERSON BLVD,LOS ANGELES,FA0258130,CA,90089,EE0000117,OW0238756,"KOBUNGA, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,KOBUNGA KOREAN GRILL,ACTIVE,PR0208117,97,1,ROUTINE INSPECTION,DA7E0XYSSF039
DA7E0XYSS,03/30/2018 12:00:00 AM,KOBUNGA KOREAN GRILL,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,929 W JEFFERSON BLVD,LOS ANGELES,FA0258130,CA,90089,EE0000117,OW0238756,"KOBUNGA, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,KOBUNGA KOREAN GRILL,ACTIVE,PR0208117,97,1,ROUTINE INSPECTION,DA7E0XYSSF033
DA7PKAIGH,03/30/2018 12:00:00 AM,K&A CATON CHINESE REST.,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,4,A,9840 NATIONAL BLVD,LOS ANGELES,FA0258138,CA,90034,EE0000727,OW0250387,K & A CANTON CHINESE RESTAURANT,RESTAURANT (31-60) SEATS HIGH RISK,1635,K&A CATON CHINESE REST.,ACTIVE,PR0208124,90,1,ROUTINE INSPECTION,DA7PKAIGHF007
DA7PKAIGH,03/30/2018 12:00:00 AM,K&A CATON CHINESE REST.,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,1,A,9840 NATIONAL BLVD,LOS ANGELES,FA0258138,CA,90034,EE0000727,OW0250387,K & A CANTON CHINESE RESTAURANT,RESTAURANT (31-60) SEATS HIGH RISK,1635,K&A CATON CHINESE REST.,ACTIVE,PR0208124,90,1,ROUTINE INSPECTION,DA7PKAIGHF037
DA7PKAIGH,03/30/2018 12:00:00 AM,K&A CATON CHINESE REST.,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,9840 NATIONAL BLVD,LOS ANGELES,FA0258138,CA,90034,EE0000727,OW0250387,K & A CANTON CHINESE RESTAURANT,RESTAURANT (31-60) SEATS HIGH RISK,1635,K&A CATON CHINESE REST.,ACTIVE,PR0208124,90,1,ROUTINE INSPECTION,DA7PKAIGHF044
DA7PKAIGH,03/30/2018 12:00:00 AM,K&A CATON CHINESE REST.,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,1,A,9840 NATIONAL BLVD,LOS ANGELES,FA0258138,CA,90034,EE0000727,OW0250387,K & A CANTON CHINESE RESTAURANT,RESTAURANT (31-60) SEATS HIGH RISK,1635,K&A CATON CHINESE REST.,ACTIVE,PR0208124,90,1,ROUTINE INSPECTION,DA7PKAIGHF040
DA7PKAIGH,03/30/2018 12:00:00 AM,K&A CATON CHINESE REST.,F049,# 50. Impoundment of unsanitary equipment or food,OUT OF COMPLIANCE,0,A,9840 NATIONAL BLVD,LOS ANGELES,FA0258138,CA,90034,EE0000727,OW0250387,K & A CANTON CHINESE RESTAURANT,RESTAURANT (31-60) SEATS HIGH RISK,1635,K&A CATON CHINESE REST.,ACTIVE,PR0208124,90,1,ROUTINE INSPECTION,DA7PKAIGHF049
DA7PKAIGH,03/30/2018 12:00:00 AM,K&A CATON CHINESE REST.,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,2,A,9840 NATIONAL BLVD,LOS ANGELES,FA0258138,CA,90034,EE0000727,OW0250387,K & A CANTON CHINESE RESTAURANT,RESTAURANT (31-60) SEATS HIGH RISK,1635,K&A CATON CHINESE REST.,ACTIVE,PR0208124,90,1,ROUTINE INSPECTION,DA7PKAIGHF014
DA7PKAIGH,03/30/2018 12:00:00 AM,K&A CATON CHINESE REST.,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,1,A,9840 NATIONAL BLVD,LOS ANGELES,FA0258138,CA,90034,EE0000727,OW0250387,K & A CANTON CHINESE RESTAURANT,RESTAURANT (31-60) SEATS HIGH RISK,1635,K&A CATON CHINESE REST.,ACTIVE,PR0208124,90,1,ROUTINE INSPECTION,DA7PKAIGHF035
DA8UNDYLX,03/30/2018 12:00:00 AM,MI RANCHITO,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,2325 E 1ST ST,LOS ANGELES,FA0066874,CA,90033,EE0000740,OW0015333,"HERNANDEZ, GENOVEVA",RESTAURANT (0-30) SEATS HIGH RISK,1632,MI RANCHITO,ACTIVE,PR0024434,94,1,ROUTINE INSPECTION,DA8UNDYLXF044
DA8UNDYLX,03/30/2018 12:00:00 AM,MI RANCHITO,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,1,A,2325 E 1ST ST,LOS ANGELES,FA0066874,CA,90033,EE0000740,OW0015333,"HERNANDEZ, GENOVEVA",RESTAURANT (0-30) SEATS HIGH RISK,1632,MI RANCHITO,ACTIVE,PR0024434,94,1,ROUTINE INSPECTION,DA8UNDYLXF029
DA8UNDYLX,03/30/2018 12:00:00 AM,MI RANCHITO,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,1,A,2325 E 1ST ST,LOS ANGELES,FA0066874,CA,90033,EE0000740,OW0015333,"HERNANDEZ, GENOVEVA",RESTAURANT (0-30) SEATS HIGH RISK,1632,MI RANCHITO,ACTIVE,PR0024434,94,1,ROUTINE INSPECTION,DA8UNDYLXF033
DA8UNDYLX,03/30/2018 12:00:00 AM,MI RANCHITO,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,1,A,2325 E 1ST ST,LOS ANGELES,FA0066874,CA,90033,EE0000740,OW0015333,"HERNANDEZ, GENOVEVA",RESTAURANT (0-30) SEATS HIGH RISK,1632,MI RANCHITO,ACTIVE,PR0024434,94,1,ROUTINE INSPECTION,DA8UNDYLXF043
DA8UNDYLX,03/30/2018 12:00:00 AM,MI RANCHITO,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,1,A,2325 E 1ST ST,LOS ANGELES,FA0066874,CA,90033,EE0000740,OW0015333,"HERNANDEZ, GENOVEVA",RESTAURANT (0-30) SEATS HIGH RISK,1632,MI RANCHITO,ACTIVE,PR0024434,94,1,ROUTINE INSPECTION,DA8UNDYLXF037
DA8UNDYLX,03/30/2018 12:00:00 AM,MI RANCHITO,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE,1,A,2325 E 1ST ST,LOS ANGELES,FA0066874,CA,90033,EE0000740,OW0015333,"HERNANDEZ, GENOVEVA",RESTAURANT (0-30) SEATS HIGH RISK,1632,MI RANCHITO,ACTIVE,PR0024434,94,1,ROUTINE INSPECTION,DA8UNDYLXF046
DA9Z3KWBO,03/30/2018 12:00:00 AM,MCDONALD'S #4589,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,1,A,2020 W OLYMPIC BLVD,LOS ANGELES,FA0066673,CA,90006,EE0000884,OW0012761,ROSEHEN CORP,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALDS #4589,ACTIVE,PR0043283,98,1,ROUTINE INSPECTION,DA9Z3KWBOF044
DA9Z3KWBO,03/30/2018 12:00:00 AM,MCDONALD'S #4589,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,1,A,2020 W OLYMPIC BLVD,LOS ANGELES,FA0066673,CA,90006,EE0000884,OW0012761,ROSEHEN CORP,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALDS #4589,ACTIVE,PR0043283,98,1,ROUTINE INSPECTION,DA9Z3KWBOF040
DAAQ7G4NR,03/30/2018 12:00:00 AM,DEL TACO #162,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,1,A,3020 W LOS FELIZ BLVD,LOS ANGELES,FA0060705,CA,90039,EE0000523,OW0009661,DEL TACO INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,DEL ACO #162,ACTIVE,PR0016936,93,1,ROUTINE INSPECTION,DAAQ7G4NRF030
